,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
22,06/03/2019,אופיר אקוניס,על פסילת מועמדותה לכנסת של חנין זועבי:,ליכוד,רשת,untrue,"כנסת, ממשלה ומנהל ציבורי",בחירות לכנסת,https://www.thewhistle.co.il/feed/owxvgMz0V6,מע׳ בחירות,male,"""אני באופן אישי עשיתי דבר חסר תקדים, פסלתי אותה [חנין זועבי] אישית, לא את כל בל""ד, אותה"""
23,31/08/2017,אורי אריאל,על רחבת התפילה המעורבת בכותל,הבית היהודי,כאן ב׳,untrue,דת ומדינה,זרמים ביהדות,https://www.thewhistle.co.il/feed/O10Y9Y20wq,הכנסת ה-20,male,"״כל פעם שאני בא לכותל, כדי לראות כמה מליוני רפורמים מתפללים שם. אין שם אף אחד, זו רחבה ריקה, הם לא פה, הם נמצאים בארה""ב"""
24,26/09/2017,אורי אריאל,על אמון הציבור בביהמ״ש,הבית היהודי,103FM,mostly untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/1l0L14wWva,הכנסת ה-20,male,"""הייתה להם [לבית המשפט העליון] ירידה מ-80% אמון לפני כ-4 או 5 שנים, הם הגיעו ל-30%. אז נכון שהפוליטיקאים פחות, אבל את מי זה מנחם בכלל?"""
25,06/05/2018,אורי אריאל,על מחירי המים,הבית היהודי,גל״צ,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/OZWqmz4Wjw,הכנסת ה-20,male,"״אנחנו הורדנו אחרי עשר שנים את מחיר המים ב-22%, לא באחוז ורבע״"
26,04/09/2018,אורי אריאל,"על האחריות לאכיפת חוק צער בעלי חיים, בעקבות הביקורת על מנהג הכפרות",הבית היהודי,כאן ב׳,untrue,סביבה,חוק צער בעלי חיים,https://www.thewhistle.co.il/feed/O10Y9610wq,הכנסת ה-20,male,"""האכיפה בתוך הערים היא באחריות הרשויות. בתל-אביב זה עיריית תל-אביב וכן הלאה. זה לא באחריות משרד החקלאות"""
27,08/01/2018,אורי מקלב,על חוק המרכולים,"ש""ס",כאן ב׳,mostly untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/NR0d28gyBV,הכנסת ה-20,male,"""עיריית תל אביב אישרה מאות חנויות מסחר, מסחר שלם בחנויות אלקטרוניקה, בחנויות הלבשה, בחנויות הנעלה, כל החנויות האלה פתוחות"""
28,04/03/2019,אורית פרקש-הכהן,על מחירי החשמל,כחול לבן,כאן ב׳,half true,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/DKWRRNDWbj,מע׳ בחירות,female,"""דובר כאן בנושא הכי משמעותי של יוקר מחיה, כמו שראינו לפני חודשיים, כשמחירי החשמל עלו ב-8%, בין היתר בגלל הסכם הגז היקר"""
29,29/01/2018,אורן חזן,על יולי אדלשטיין,ליכוד,גלי ישראל,untrue,"כנסת, ממשלה ומנהל ציבורי","יו""ר הכנסת",https://www.thewhistle.co.il/feed/Z909OQeyqO,הכנסת ה-20,male,"""הוא ישב בכלא על סחר בסמים. הוא טוען שטפלו לו את זה, ותפרו לו תיק, אבל צריך לומר את האמת [...] זה לא אני אומר את זה, אגב, זה הוויקיפדיה שלו אומרת"""
30,04/02/2018,אורן חזן,על הגדלת מספר סגני יו״ר הכנסת,ליכוד,103FM,untrue,"כנסת, ממשלה ומנהל ציבורי","יו""ר הכנסת",https://www.thewhistle.co.il/feed/3wW6KXRyD2,הכנסת ה-20,male,"""אדלשטיין ביקש לתקן את החוק, חוק בן עשרות שנים, הגדיל את מכסת הסגנים. אתה יודע כמה כסף זה עולה לציבור? מיליונים"""
31,05/03/2018,אורן חזן,על הרחקתו מהכנסת,ליכוד,פייסבוק,untrue,"כנסת, ממשלה ומנהל ציבורי",ועדת האתיקה בכנסת,https://www.thewhistle.co.il/feed/e30EJXDWXQ,הכנסת ה-20,male,"""זה המחיר שאזרחי ישראל משלמים מאז שאדלשטיין הוציא אותי לחופשה כפויה: אחמד טיבי משתלט על הכנסת וכבר מכתיר עצמו באין מפריע בשידור ישיר ב-CNN לראש ממשלת ישראל"""
32,30/04/2018,אורן חזן,על רכבו של יו״ר הכנסת,ליכוד,פייסבוק,untrue,"כנסת, ממשלה ומנהל ציבורי","יו""ר הכנסת",https://www.thewhistle.co.il/feed/qX0nzel0N9,הכנסת ה-20,male,"""אדלשטיין, לא הספיק לו רכב הסקודה אז הוא הלך ורכש לעצמו רכבי יוקרה, ג'יפ-לימוזין של טויוטה חדש [...] מכספי המסים, מהכסף שלכם הוא התחדש ברכבים, כי כמובן שלא הספיק לו רכב אחד - אז הוא רצה יותר ועוד ועוד"""
33,20/07/2018,אורן חזן,על עיכובו לחקירה של רב קונסרבטיבי,ליכוד,ערוץ 10,mostly untrue,דת ומדינה,זרמים ביהדות,https://www.thewhistle.co.il/feed/8Oxr5QmyDq,הכנסת ה-20,male,"""כרגע יש חוק שקובע על פי פקודת הנישואין שכל מי שדואג לחתן אחר ללא רישום לפי פקודת הנישואין דינו שנתיים מאסר"""
34,03/08/2018,אורן חזן,על התפלגות ההצבעה בתל-אביב-יפו,ליכוד,רדיוס,untrue,"כנסת, ממשלה ומנהל ציבורי",בחירות מקומיות,https://www.thewhistle.co.il/feed/3wW6KNnyD2,הכנסת ה-20,male,"""תל אביב היא לא עיר של שמאל בכלל, בבחירות האחרונות 50% מתושבי העיר הצביעו למפלגות ימין"""
35,14/08/2018,אורן חזן,על ההכנסות הצפויות לתאגיד השידור מאירוח האירוויזיון,ליכוד,"כאן רק""ע",half true,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/qX0nz7q0N9,הכנסת ה-20,male,"""בסוף כשנשדר את האירוויזיון - מוכרים זכויות שידור, יש הכנסות מחסויות, יש הכנסות מפרסומות, יש הכנסות מכרטיסים, יש הכנסות ממרצ'נדייז מסביב"""
36,19/08/2018,אורן חזן,ע לרצועת עזה,ליכוד,רדיו דרום,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/2GWMpov0nv,הכנסת ה-20,male,"""בעזה לא חיים מקומיים, ילידים, בעזה יש מהגרים – מישראל, ממצרים, מסוריה, מלבנון – החמאסניקים הם לא אנשי האדמה, הם לא נולדו שם. מרביתם, מעל שני שליש מהם, הגיעו מכל מיני מקומות, לכן אין להם חיבור"""
37,19/06/2019,אחמד טיבי,על תכנית המאה של טראמפ:,חד״ש-תע״ל,כאן ב׳,mostly true,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/AqW787myaJ,הכנסת ה-21,male,"""זה לא הפעם הראשונה שהאמריקאים מציעים מיליארדים. גם ג'ון קרי הציע תכנית של 4 מיליארד"""
38,02/11/2017,איוב קרא,על הרייטינג של כאן,ליכוד,כאן ב׳,half true,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/VnWb2gNWve,הכנסת ה-20,male,"קרא: ""בעצם הרייטינג [של התאגיד] לא עלה, למרות חצי שנה כבר שהוא רץ"" מראיין: ""הרייטינג כן עלה, איוב קרא""קרא: ""לא עלה"""
39,23/05/2018,איוב קרא,על אירוח האירוויזיון בשנת 2019,ליכוד,רשת,untrue,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/2GWMpda0nv,הכנסת ה-20,male,"""אם התאגיד לא יכול להוביל את האירוויזיון בשל פיצול החדשות, יכולה להיות אופציה של ערוץ שהוא רשום שם [באיגוד השידור האירופי], שזה ערוץ 10"""
40,26/05/2018,איוב קרא,על השתתפות מדינות ערביות באירוויזיון,ליכוד,רשת,half true,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/2GWMpda0nv,הכנסת ה-20,male,"""אם התאגיד לא יכול להוביל את האירוויזיון בשל פיצול החדשות, יכולה להיות אופציה של ערוץ שהוא רשום שם [באיגוד השידור האירופי], שזה ערוץ 10"""
41,13/08/2018,איוב קרא,על חקיקתו את חוק הדגל והלאום,ליכוד,ערוץ 20,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/DKWRRveWbj,הכנסת ה-20,male,"""אני חוקקתי את חוק הדגל וההמנון, ואנשים לא יודעים"""
42,13/08/2018,איוב קרא,על תקציב תאגיד השידור,ליכוד,ערוץ 20,untrue,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/YMWp5MMyKk,הכנסת ה-20,male,"""יש להם קרוב למיליארד שקל, מבחינה פרופורציונית זה התאגיד הכי מתוקצב במערב"""
43,02/08/2017,איילת שקד,על הגשת כתב אישום נגד רה״מ,הבית היהודי,אולפן ynet,TRUE,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/e30EJ9QWXQ,הכנסת ה-20,female,"""ראשית, על פי החוק ראש הממשלה לא צריך להתפטר [במקרה של הגשת כתב אישום]"""
44,06/09/2017,איילת שקד,על חוקי היסוד שאינם מתייחסים למדינת ישראל כמדינת הלאום של העם היהודי,הבית היהודי,נאום,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/RVxBjoExZk,הכנסת ה-20,female,"""בישראל של 2017, מדינה שמשטרה חוקתי ומארג שתי וערב של זכויות פרט, ללא כל התייחסות בחוקי היסוד שלה להיותה מדינת הלאום של העם היהודי, הפכה הציונות לשטח מת"""
45,15/10/2017,איילת שקד,"על מינוי מנכ""לים למשרדים ממשלתיים",הימין החדש,טוויטר,mostly true,"כנסת, ממשלה ומנהל ציבורי",מינוי משרות אמון,https://www.thewhistle.co.il/feed/O4Wk2Mm0jb,הכנסת ה-20,female,"""בניגוד לדיווחים שגויים בתקשורת, אין להחלטה עלות תקציבית. או שהמשרות קיימות או שהן יבנו על בסיס תקנים קיימים"""
46,07/12/2017,איילת שקד,על הכרזתו של טראמפ על ירושלים,הבית היהודי,גל״צ,mostly true,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/wzy5KDA0Q6,הכנסת ה-20,female,"""הקונגרס ברובו הגדול תומך בזה, גם דמוקרטים וגם רפובליקנים"""
47,01/01/2018,איילת שקד,על תביעות ביטוח לאומי,הבית היהודי,כאן 11,untrue,"עבודה, רווחה ובריאות",ביטוח לאומי,https://www.thewhistle.co.il/feed/3wW6K1RyD2,הכנסת ה-20,female,"""הנתונים שנאספו מאז חקיקתו מעידים כאלף עדים שהייתה טעות לחוקק אותו. הוא מקשה על נכים לעשות שימוש בחוות דעת ובשירותים משפטיים שיכולים להועיל בהוכחת טענתם מול הביטוח הלאומי"""
48,24/01/2018,איילת שקד,על אריתראים וסודנים שהגיעו לישראל דרך מצרים,הבית היהודי,פייסבוק,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/8Oxr5bKyDq,הכנסת ה-20,female,"""הפליטים מביניהם שהגיעו מאזורי סכסוך, בעיקר מדרפור, זוכים בישראל להגנה ולמעמד של פליט"""
49,24/01/2018,איילת שקד,על מדיניות הממשלה בעניין מבקשי מקלט,הבית היהודי,רדיו קול-חי,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/kDy83avWwa,הכנסת ה-20,female,"""ברגע שאתה עובר דרך עוד מדינה אתה כבר לא נחשב פליטים. הם יכולים אולי להיחשב פליטים במצרים אבל לא בישראל, על פי אמנת האו""ם"""
50,25/02/2018,איילת שקד,על נשים במערכת המשפט,הבית היהודי,103FM,TRUE,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/7nya1Zvy9A,הכנסת ה-20,female,"""מעל 50% מהמינויים שאני עשיתי, וגם מהמינויים בכלל, מעל 50% מהשופטים הן שופטות"""
51,11/03/2018,איילת שקד,על האוכלוסייה בשטחי C,הבית היהודי,כנס,mostly untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/rVxwgr6xmA,הכנסת ה-20,female,"""בשטחי C יש כמעט חצי מיליון יהודים, וכמאה אלף ערבים"""
52,06/05/2018,איילת שקד,על שחרור אסירים,הבית היהודי,כאן ב׳,TRUE,חוק ומשפט,שחרור אסירים,https://www.thewhistle.co.il/feed/e30EJP7WXQ,הכנסת ה-20,female,"""בשנים האחרונות ועדות השחרורים נתנו לפחות ופחות אנשים שליש, רק כ-25% מהאנשים קיבלו שליש"""
53,19/07/2018,איילת שקד,על בחינות הלשכה,הבית היהודי,גל״צ,mostly untrue,חוק ומשפט,לשכת עורכי הדין,https://www.thewhistle.co.il/feed/YXylJde0w2,הכנסת ה-20,female,"""אם מסתכלים על אחוזי המעבר של האוניברסיטאות לפני עשר שנים, הם כמו אחוזי המעבר היום, הבעיה היא שיש היום הצפה גדולה מאוד במכללות"""
54,30/10/2018,איילת שקד,על מעמדם בישראל של מתגיירים רפורמים וקונסרבטיבים,הבית היהודי,גל״צ,misleading,דת ומדינה,זרמים ביהדות,https://www.thewhistle.co.il/feed/M8W1O5Oxge,הכנסת ה-20,female,"""מי שבא ועבר גיור קונסרבטיבי או רפורמי בחו""ל הוא נרשם כיהודי"""
55,20/01/2019,איילת שקד,על פרישתו של אפי נוה מהוועדה לבחירת שופטים,הימין החדש,קשת,misleading,חוק ומשפט,הוועדה לבחירת שופטים,https://www.thewhistle.co.il/feed/qX0nzne0N9,מע׳ בחירות,female,"""כשיושב הלשכה לשעבר, יורי גיא-רון היה חשוד בשוחד, אף אחד לא בא בטענות לשופטים, אף אחד לא הדביק את זה להם"""
56,18/07/2019,איילת שקד,על חוק שכר הבכירים:,הימין החדש,כאן ב׳,mostly true,כלכלה,שכר,https://www.thewhistle.co.il/feed/O10Yq9V0wq,מע׳ בחירות,female,"""שכר הבכירים תמיד היה לא-מוגבל, בחברות ציבוריות הוא לא מוגבל ובשום מקום בעולם הוא לא מוגבל"""
57,31/12/2017,איציק שמולי,על מע״מ תרופות,עבודה,103FM,TRUE,"עבודה, רווחה ובריאות",מערכת הבריאות,https://www.thewhistle.co.il/feed/e30EJLgWXQ,הכנסת ה-20,male,"""כל זמן שהתרופה לא בסל, המדינה מוסיפה חטא על פשע. היא לוקחת מע""מ על תרופות שהורים קונים בחו""ל כדי לספק אותן לילדים שלהם"""
58,19/06/2018,איציק שמולי,"על ביטול מע""מ על תרופות מצילות חיים",עבודה,גל״צ,mostly true,"עבודה, רווחה ובריאות",מערכת הבריאות,https://www.thewhistle.co.il/feed/47yD8o4yGP,הכנסת ה-20,male,"""היום המדינות הכי מתקדמות ומובילות, גם באירופה וגם בארה""ב, ויתרו על מע""מ בהקשר של תרופות"""
59,29/07/2019,איציק שמולי,על מעבר ח״כים למפלגות אחרות טרם בחירות:,עבודה,103FM,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",מימון בחירות,https://www.thewhistle.co.il/feed/a5xQqzdxqA,מע׳ בחירות,male,"""סתיו ואחרים שעוזבים מפלגות נבחרו במסגרות פוליטיות ששם הם קיבלו את המנדט, שששווה גם מימון בחירות של מיליון וחצי שקל"""
60,16/08/2017,איתי בן חורין,על הקמפיין של יחימוביץ׳,,גל״צ,mostly untrue,"כנסת, ממשלה ומנהל ציבורי",בחירות להסתדרות,https://www.thewhistle.co.il/feed/YMWp518yKk,הכנסת ה-20,male,"""רק לפני יומיים, בית המשפט המחוזי, לא איזה מנגנון, בית המשפט המחוזי דחה את כל הטענות שלהם וחייב אותם ב-20 אלף שקל"""
61,23/04/2018,איתן כבל,על מינוי שופטים,עבודה,רדיו קול ברמה,untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/KRxoo3gxOn,הכנסת ה-20,male,"""יש לממשלה רוב בוועדה למינוי שופטים"""
62,22/05/2018,אכרם חסון,על מחירי הדירות,כולנו,רדיו צפון,mostly untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/dJxVq2Qy2D,הכנסת ה-20,male,"""כל שנה כמעט מחירי הדירות עלו ב-10%"""
63,12/09/2018,אלי אלאלוף,על העלייה במספר ההרוגים בתאונות בניין,כולנו,כאן ב׳,mostly untrue,"עבודה, רווחה ובריאות",תאונות בנייה,https://www.thewhistle.co.il/feed/Z909OaqyqO,הכנסת ה-20,male,"""הבעיה היא שכמות אתרי הבניה הלכה וגדלה [...] אז אל תשתמשו בסטטיסטיקה כבסיס לכל הידע בנושא הזה"""
64,18/12/2018,אלי אלאלוף,על שכר המינימום בישראל,כולנו,כאן ב׳,untrue,כלכלה,שכר,https://www.thewhistle.co.il/feed/O10Y9en0wq,הכנסת ה-20,male,"""אנחנו בשנה האחרונה העלנו את שכר המינימום ב-1,300 שקל"""
65,29/10/2017,אלי בן דהן,על שינוי חוק יסוד,הבית היהודי,כאן ב׳,TRUE,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/Jm0AKogyaM,הכנסת ה-20,male,"""בהסכם הקואליציוני כתוב שב[תיקון של] חוקי יסוד צריך הסכמה של כל מרכיבי הממשלה"""
66,26/08/2018,אלי בן דהן,"על הגדרת האו""ם לפליטים",הבית היהודי,כאן מורשת,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/8Oxr5NMyDq,הכנסת ה-20,male,"""בזמן שהוקמה אונר""א הוקמה גם רשות לשיקום פליטים אחרים בעולם. לכל היותר אדם נחשב פליט שבע שנים"""
67,29/08/2017,אלי ישי,על גירוש פליטים בזמן כהונתו,יחד,כאן ב׳,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/47yD8gDyGP,הכנסת ה-20,male,"""אני בזמני גירשתי למעלה מ-10,000 מסתננים. קיבלו מענק עזיבה, תקרא לזה מענק גירוש, ועזבו מרצונם"""
68,17/02/2019,אלי ישי,על עמדת הציבור בנוגע לפונדקאות לזוגות חד-מיניים:,יחד,גל״צ,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/rVxwgvnxmA,מע׳ בחירות,male,״אני חושב שהדבר הזה ממש ממש לא רצוי ולא ראוי [...] זו דעתי ואגב זו דעתם של רוב אזרחי ישראל״
69,16/05/2018,אלי כהן,על מס חברות מופחת,כולנו,רדיו ירושלים,mostly untrue,כלכלה,מסים,https://www.thewhistle.co.il/feed/QrxOMkpW9B,הכנסת ה-20,male,"מראיין: ""מה זו ההטבה הזו? מדוע הם משלמים רק 5%?""כהן: ""ההטבה הזאת היא לכולם"""
70,11/07/2018,אלי כהן,על חוק הלאום,כולנו,רדיו דרום,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/ORxK94vWjK,הכנסת ה-20,male,"""גם ציפי לבני בכנסת ה-18 חתמה על חוק הלאום, עם הסעיף הזה"""
71,09/08/2018,אלי כהן,על דירוג האשראי של ישראל,כולנו,ערוץ 20,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/jKx28MeWZq,הכנסת ה-20,male,"""יש רק 11 מדינות בעולם שנמצאות מעל מדינת ישראל"""
